"V1"	"V2"	"V3"	"V4"
"vimss"	" 3473498"	""	"   15588"	""
"vimss"	" 3473499"	""	"   15589"	""
"vimss"	" 3473500"	""	"   15590"	""
"vimss"	" 3473503"	""	"   15594"	""
"vimss"	" 3473504"	""	"   15595"	""
"vimss"	" 3473505"	""	"   15596"	""
"vimss"	" 3473506"	""	"   15597"	""
"vimss"	" 3473508"	""	"   15598"	""
"vimss"	" 3473509"	"glycerol"	"   15599"	"glycerol"
"vimss"	" 3473510"	"malic acid"	"   15600"	"malic acid"
"vimss"	" 3473511"	""	"   15601"	""
"vimss"	" 3473512"	""	"   15602"	""
"vimss"	" 3473513"	""	"   15603"	""
"vimss"	" 3473514"	""	"   15604"	""
"vimss"	" 3473515"	""	"   15605"	""
"vimss"	" 3473516"	""	"   15606"	""
"vimss"	" 3473517"	""	"   15607"	""
"vimss"	" 3473518"	""	"   15608"	""
"vimss"	" 3473519"	""	"   15609"	""
"vimss"	" 3473520"	"phosphoethanolamine"	"   15610"	""
"vimss"	" 3473521"	""	"   15611"	""
"vimss"	" 3473522"	""	"   15612"	""
"vimss"	" 3473523"	""	"   15613"	""
"vimss"	" 3473524"	"GABA"	"   15614"	"GABA"
"vimss"	" 3473525"	""	"   15615"	""
"vimss"	" 3473526"	""	"   15616"	""
"vimss"	" 3473527"	""	"   15617"	""
"vimss"	" 3473528"	""	"   15618"	""
"vimss"	" 3473529"	""	"   15619"	""
"vimss"	" 3473530"	""	"   15620"	""
"vimss"	" 3473531"	""	"   15622"	""
"vimss"	" 3473532"	""	"   15623"	""
"vimss"	" 3473533"	""	"   15624"	""
"vimss"	" 3473534"	""	"   15625"	""
"vimss"	" 3473536"	""	"   15628"	""
"vimss"	" 3473537"	""	"   15629"	""
"vimss"	" 3473539"	"glyceric acid"	"   15632"	"glyceric acid"
"vimss"	" 3473540"	""	"   15633"	""
"vimss"	" 3473542"	""	"   15635"	""
"vimss"	" 3473543"	""	"   15636"	""
"vimss"	" 3473544"	""	"   15637"	""
"vimss"	" 3473545"	"phosphoethanolamine"	"   15638"	""
"vimss"	" 3473546"	""	"   15639"	""
"vimss"	" 3473547"	""	"   15640"	""
"vimss"	" 3473548"	""	"   15641"	""
"vimss"	" 3473549"	""	" 1936527"	""
"vimss"	" 3473550"	""	"   15643"	""
"vimss"	" 3473551"	""	"   15644"	""
"vimss"	" 3473552"	""	"   15645"	""
"vimss"	" 3473553"	"GABA"	"   15646"	""
"vimss"	" 3473554"	""	"   15647"	""
"vimss"	" 3473555"	""	"   15648"	""
"vimss"	" 3473556"	""	"   15649"	""
"vimss"	" 3473557"	""	"   15650"	""
"vimss"	" 3473567"	""	"   15654"	""
"vimss"	" 3473568"	""	"   15655"	""
"vimss"	" 3473569"	""	" 3446178"	""
"vimss"	" 3473570"	""	"   15656"	""
"vimss"	" 3473571"	""	"   15658"	""
"vimss"	" 3473572"	""	"   15659"	""
"vimss"	" 3473573"	""	"   15660"	""
"vimss"	" 3473575"	""	"   15662"	""
"vimss"	" 3473577"	""	"   15664"	""
"vimss"	" 3473586"	""	"   15672"	""
"vimss"	" 3473587"	""	"   15674"	""
"vimss"	" 3473588"	""	"   15675"	""
"vimss"	" 3473589"	""	"   15676"	""
"vimss"	" 3473598"	""	"   15701"	""
"vimss"	" 3473599"	""	"   15702"	""
"vimss"	" 3473600"	""	"   15703"	""
"vimss"	" 3473601"	""	"   15704"	""
"vimss"	" 3473602"	"putrescine"	"   15705"	"putrescine"
"vimss"	" 3473603"	""	"   15706"	""
"vimss"	" 3473604"	""	"   15707"	""
"vimss"	" 3473605"	"glutathione"	"   15708"	""
"vimss"	" 3473606"	"glutathione"	"   15709"	""
"vimss"	" 3473607"	""	"   15710"	""
"vimss"	" 3473608"	"glutathione"	"   15711"	"glutathione"
"vimss"	" 3473609"	""	"   15712"	""
"vimss"	" 3473611"	""	"   15713"	""
"vimss"	" 3473612"	"phosphoric acid"	"   15714"	"phosphoric acid"
"vimss"	" 3473613"	""	"   15715"	""
"vimss"	" 3473614"	""	"   15716"	""
"vimss"	" 3473615"	""	"   15717"	""
"vimss"	" 3473617"	""	"   15719"	""
"vimss"	" 3473618"	""	"   15720"	""
"vimss"	" 3473619"	""	"   15721"	""
"vimss"	" 3473620"	""	"   15722"	""
"vimss"	" 3473621"	""	"   15723"	""
"vimss"	" 3473622"	""	"   15724"	""
"vimss"	" 3473624"	""	"   15725"	""
"vimss"	" 3473625"	""	"   15726"	""
"vimss"	" 3473626"	""	"   15727"	""
"vimss"	" 3473627"	""	"   15728"	""
"vimss"	" 3473628"	""	"   15729"	""
"vimss"	" 3473629"	""	"   15730"	""
"vimss"	" 3473630"	""	"   15731"	""
"vimss"	" 3473631"	"malic acid"	"   15732"	"malic acid"
"vimss"	" 3473632"	"malic acid"	"   15733"	"malic acid"
"vimss"	" 3473633"	"mannose-6-phosphate NIST"	"   15734"	"mannose-6-phosphate NIST"
"vimss"	" 3473634"	""	"   15735"	""
"vimss"	" 3473635"	""	"   15736"	""
"vimss"	" 3473636"	""	"   15737"	""
"vimss"	" 3473637"	""	"   15738"	""
"vimss"	" 3473638"	""	"   15739"	""
"vimss"	" 3473639"	""	"   15740"	""
"vimss"	" 3473640"	""	"   15741"	""
"vimss"	" 3473641"	"mannose-6-phosphate NIST"	"   15742"	"mannose-6-phosphate NIST"
"vimss"	" 3473642"	"cystathionine 4TMS NIST"	"   15743"	""
"vimss"	" 3473643"	""	"   15744"	""
"vimss"	" 3473644"	""	"   15745"	""
"vimss"	" 3473645"	""	" 1936552"	""
"vimss"	" 3473646"	""	"   15746"	""
"vimss"	" 3473647"	""	"   15747"	""
"vimss"	" 3473648"	""	"   15748"	""
"vimss"	" 3473649"	""	"   15749"	""
"vimss"	" 3473650"	""	"   15750"	""
"vimss"	" 3473651"	""	"   15751"	""
"vimss"	" 3473652"	""	"   15752"	""
"vimss"	" 3473653"	""	"   15753"	""
"vimss"	" 3473654"	""	"   15754"	""
"vimss"	" 3473655"	""	"   15755"	""
"vimss"	" 3473656"	"glutathione"	"   15756"	"glutathione"
"vimss"	" 3473657"	""	"   15757"	""
"vimss"	" 3473658"	"adenosine-5-monophosphate"	"   15758"	"adenosine-5-monophosphate"
"vimss"	" 3473659"	""	"   15759"	""
"vimss"	" 3473660"	""	"   15760"	""
"vimss"	" 3473661"	"glyceric acid"	"   15761"	"glyceric acid"
"vimss"	" 3473662"	""	" 1936555"	""
"vimss"	" 3473663"	""	"   15763"	""
"vimss"	" 3473665"	""	"   15764"	""
"vimss"	" 3473666"	""	"   15765"	""
"vimss"	" 3473667"	""	"   15766"	""
"vimss"	" 3473668"	""	"   15767"	""
"vimss"	" 3473669"	""	" 1936558"	""
"vimss"	" 3473671"	""	"   15770"	""
"vimss"	" 3473672"	""	"   15771"	""
"vimss"	" 3473673"	"glutathione"	"   15772"	"glutathione"
"vimss"	" 3473674"	""	"   15773"	""
"vimss"	" 3473676"	"adenosine-5-monophosphate"	"   15774"	"adenosine-5-monophosphate"
"vimss"	" 3473677"	""	"   15775"	""
"vimss"	" 3473679"	""	"   15776"	""
"vimss"	" 3473680"	""	"   15777"	""
"vimss"	" 3473681"	""	"   15778"	""
"vimss"	" 3473682"	""	" 3446182"	""
"vimss"	" 3473683"	""	"   15779"	""
"vimss"	" 3473684"	""	"   15780"	""
"vimss"	" 3473685"	""	" 1936561"	""
"vimss"	" 3473686"	""	"   15782"	""
"vimss"	" 3473687"	"phosphoric acid"	"   15783"	"phosphoric acid"
"vimss"	" 3473688"	""	" 1936562"	""
"vimss"	" 3473689"	""	"   15785"	""
"vimss"	" 3473693"	""	"   15786"	""
"vimss"	" 3473694"	""	"   15787"	""
"vimss"	" 3473696"	""	"   15789"	""
"vimss"	" 3473697"	""	"   15790"	""
"vimss"	" 3473698"	""	"   15791"	""
"vimss"	" 3473699"	"3-phosphoglycerate"	"   15792"	"3-phosphoglycerate"
"vimss"	" 3473700"	""	"   15793"	""
"vimss"	" 3473701"	""	"   15794"	""
"vimss"	" 3473702"	""	"   15795"	""
"vimss"	" 3473703"	""	"   15796"	""
"vimss"	" 3473704"	""	"   15797"	""
"vimss"	" 3473705"	""	"   15798"	""
"vimss"	" 3473706"	"alanine , alanine"	"   15799"	"alanine , alanine"
"vimss"	" 3473707"	""	"   15800"	""
"vimss"	" 3473708"	""	"   15801"	""
"vimss"	" 3473709"	""	"   15802"	""
"vimss"	" 3473710"	""	"   15803"	""
"vimss"	" 3473712"	""	"   15804"	""
"vimss"	" 3473713"	""	"   15805"	""
"vimss"	" 3473714"	""	"   15806"	""
"vimss"	" 3473715"	""	"   15807"	""
"vimss"	" 3473717"	""	"   15808"	""
"vimss"	" 3473718"	""	"   15809"	""
"vimss"	" 3473719"	""	"   15810"	""
"vimss"	" 3473720"	""	"   15811"	""
"vimss"	" 3473721"	""	"   15812"	""
"vimss"	" 3473723"	""	"   15814"	""
"vimss"	" 3473727"	"adenosine-5-monophosphate"	"   15821"	"adenosine-5-monophosphate"
"vimss"	" 3473729"	""	"   15822"	""
"vimss"	" 3473730"	"phosphoric acid"	"   15823"	"phosphoric acid"
"vimss"	" 3473731"	""	"   15824"	""
"vimss"	" 3473732"	""	"   15825"	""
"vimss"	" 3473733"	""	"   15826"	""
"vimss"	" 3473734"	""	"   15827"	""
"vimss"	" 3473735"	"phosphoric acid"	"   15828"	""
"vimss"	" 3473736"	"glutathione"	"   15829"	"glutathione"
"vimss"	" 3473737"	""	"   15830"	""
"vimss"	" 3473738"	""	"   15831"	""
"vimss"	" 3473739"	"adenosine-5-monophosphate"	"   15832"	"adenosine-5-monophosphate"
"vimss"	" 3473740"	"adenosine-5-monophosphate"	"   15833"	"adenosine-5-monophosphate"
"vimss"	" 3473743"	""	"   15835"	""
"vimss"	" 3473744"	""	"   15836"	""
"vimss"	" 3473745"	""	"   15837"	""
"vimss"	" 3473746"	"adenosine-5-monophosphate"	"   15838"	"adenosine-5-monophosphate"
"vimss"	" 3473748"	""	"   15840"	""
"vimss"	" 3473749"	""	"   15841"	""
"vimss"	" 3473750"	""	"   15842"	""
"vimss"	" 3473751"	""	"   15843"	""
"vimss"	" 3473752"	""	"   15844"	""
"vimss"	" 3473753"	"phosphoric acid"	"   15845"	""
"vimss"	" 3473754"	""	"   15846"	""
"vimss"	" 3473755"	""	"   15847"	""
"vimss"	" 3473756"	""	"   15848"	""
"vimss"	" 3473757"	""	"   15849"	""
"vimss"	" 3473758"	""	" 1936580"	""
"vimss"	" 3473760"	""	"   15851"	""
"vimss"	" 3473761"	"glucose-6-phosphate 1"	"   15852"	"glucose-6-phosphate 1"
"vimss"	" 3473762"	""	"   15853"	""
"vimss"	" 3473764"	"mannose-6-phosphate NIST"	"   15855"	"mannose-6-phosphate NIST"
"vimss"	" 3473765"	"mannose-6-phosphate NIST"	"   15856"	"mannose-6-phosphate NIST"
"vimss"	" 3473766"	""	"   15857"	""
"vimss"	" 3473767"	"adenosine-5-monophosphate"	"   15858"	"adenosine-5-monophosphate , adenosine-5-monophosphate"
"vimss"	" 3473768"	""	"   15859"	""
"vimss"	" 3473769"	""	"   15860"	""
"vimss"	" 3473770"	""	"   15861"	""
"vimss"	" 3473772"	"succinic acid"	"   15862"	"succinic acid"
"vimss"	" 3473773"	""	"   15863"	""
"vimss"	" 3473774"	""	"   15864"	"GABA"
"vimss"	" 3473775"	""	"   15865"	""
"vimss"	" 3473776"	""	"   15866"	"alanine"
"vimss"	" 3473778"	""	"   15867"	""
"vimss"	" 3473779"	""	"   15868"	""
"vimss"	" 3473780"	""	"   15869"	""
"vimss"	" 3473781"	""	"   15870"	""
"vimss"	" 3473782"	""	"   15871"	""
"vimss"	" 3473783"	""	"   15872"	""
"vimss"	" 3473784"	""	"   15873"	""
"vimss"	" 3473785"	""	"   15874"	""
"vimss"	" 3473786"	""	"   15875"	""
"vimss"	" 3473787"	""	"   15876"	""
"vimss"	" 3473788"	"adenosine-5-monophosphate"	"   15877"	"adenosine-5-monophosphate"
"vimss"	" 3473789"	""	"   15878"	""
"vimss"	" 3473790"	""	"   15879"	""
"vimss"	" 3473791"	""	"   15880"	""
"vimss"	" 3473792"	""	"   15881"	""
"vimss"	" 3473793"	"adenosine-5-monophosphate"	"   15882"	"adenosine-5-monophosphate"
"vimss"	" 3473794"	""	"   15883"	""
"vimss"	" 3473795"	""	"   15884"	""
"vimss"	" 3473796"	"aspartic acid"	"   15885"	"aspartic acid"
"vimss"	" 3473797"	"glutathione , nicotinamide"	"   15886"	"nicotinamide"
"vimss"	" 3473798"	""	"   15887"	""
"vimss"	" 3473799"	""	"   15888"	""
"vimss"	" 3473800"	""	"   15889"	""
"vimss"	" 3473801"	""	"   15890"	""
"vimss"	" 3473802"	""	"   15891"	""
"vimss"	" 3473804"	""	"   15893"	""
"vimss"	" 3473805"	""	"   15894"	""
"vimss"	" 3473806"	""	"   15895"	""
"vimss"	" 3473807"	""	"   15896"	""
"vimss"	" 3473808"	"phosphoric acid"	"   15897"	"phosphoric acid"
"vimss"	" 3473809"	""	"   15898"	""
"vimss"	" 3473810"	""	"   15899"	""
"vimss"	" 3473811"	""	"   15900"	""
"vimss"	" 3473813"	""	"   15901"	""
"vimss"	" 3473814"	""	"   15902"	""
"vimss"	" 3473815"	""	"   15903"	""
"vimss"	" 3473816"	""	"   15904"	""
"vimss"	" 3473817"	""	"   15905"	""
"vimss"	" 3473818"	""	"   15906"	""
"vimss"	" 3473819"	""	"   15907"	""
"vimss"	" 3473820"	""	"   15908"	""
"vimss"	" 3473821"	""	"   15909"	""
"vimss"	" 3473822"	""	"   15910"	""
"vimss"	" 3473823"	""	"   15911"	""
"vimss"	" 3473824"	""	"   15912"	""
"vimss"	" 3473825"	""	" 7497351"	""
"vimss"	" 3473826"	""	"   15913"	""
"vimss"	" 3473828"	""	"   15914"	""
"vimss"	" 3473829"	""	"   15915"	""
"vimss"	" 3473830"	""	"   15916"	""
"vimss"	" 3473831"	""	"   15917"	""
"vimss"	" 3473832"	"glyceric acid"	"   15918"	""
"vimss"	" 3473833"	""	"   15919"	""
"vimss"	" 3473834"	""	"   15920"	""
"vimss"	" 3473835"	""	"   15921"	""
"vimss"	" 3473836"	""	"   15922"	""
"vimss"	" 3473838"	"adenosine-5-monophosphate"	"   15923"	"adenosine-5-monophosphate"
"vimss"	" 3473839"	""	"   15924"	""
"vimss"	" 3473840"	""	"   15925"	""
"vimss"	" 3473841"	"adenosine-5-monophosphate"	"   15926"	"adenosine-5-monophosphate"
"vimss"	" 3473842"	""	"   15927"	""
"vimss"	" 3473843"	""	"   15928"	""
"vimss"	" 3473847"	""	"   15930"	""
"vimss"	" 3473848"	""	"   15931"	""
"vimss"	" 3473849"	"serine"	"   15932"	"serine"
"vimss"	" 3473850"	""	"   15933"	""
"vimss"	" 3473851"	""	"   15934"	""
"vimss"	" 3473852"	"mannose-6-phosphate NIST"	"   15935"	"mannose-6-phosphate NIST"
"vimss"	" 3473853"	""	"   15936"	""
"vimss"	" 3473854"	""	"   15937"	""
"vimss"	" 3473855"	""	"   15938"	""
"vimss"	" 3473856"	""	"   15939"	""
"vimss"	" 3473857"	""	"   15940"	""
"vimss"	" 3473858"	""	"   15941"	""
"vimss"	" 3473859"	""	"   15942"	""
"vimss"	" 3473860"	""	"   15943"	""
"vimss"	" 3473861"	""	"   15944"	""
"vimss"	" 3473862"	""	" 1936602"	""
"vimss"	" 3473863"	""	"   15945"	""
"vimss"	" 3473864"	""	"   15946"	""
"vimss"	" 3473865"	""	"   15947"	""
"vimss"	" 3473866"	""	"   15948"	""
"vimss"	" 3473867"	""	" 1936604"	""
"vimss"	" 3473868"	""	"   15950"	""
"vimss"	" 3473869"	""	"   15951"	""
"vimss"	" 3473870"	""	"   15952"	""
"vimss"	" 3473871"	""	"   15953"	""
"vimss"	" 3473872"	""	"   15954"	""
"vimss"	" 3473873"	""	"   15955"	""
"vimss"	" 3473874"	"phosphoric acid"	"   15956"	"phosphoric acid"
"vimss"	" 3473877"	""	"   15957"	""
"vimss"	" 3473878"	""	"   15958"	""
"vimss"	" 3473879"	""	"   15959"	""
"vimss"	" 3473880"	""	"   15960"	""
"vimss"	" 3473881"	""	"   15961"	""
"vimss"	" 3473882"	""	"   15962"	""
"vimss"	" 3473883"	""	"   15963"	""
"vimss"	" 3473886"	""	"   15965"	""
"vimss"	" 3473887"	""	"   15966"	""
"vimss"	" 3473888"	"phosphoric acid"	"   15967"	"phosphoric acid"
"vimss"	" 3473889"	"succinic acid"	"   15968"	"succinic acid"
"vimss"	" 3473890"	""	"   15969"	""
"vimss"	" 3473891"	"glucose-6-phosphate 1"	"   15970"	"glucose-6-phosphate 1"
"vimss"	" 3473893"	""	"   15971"	""
"vimss"	" 3473894"	""	"   15972"	""
"vimss"	" 3473895"	"glycine"	"   15973"	"glycine"
"vimss"	" 3473896"	""	"   15974"	""
"vimss"	" 3473897"	""	"   15975"	""
"vimss"	" 3473898"	""	"   15976"	""
"vimss"	" 3473899"	""	"   15977"	""
"vimss"	" 3473900"	"adenosine-5-monophosphate"	"   15978"	""
"vimss"	" 3473901"	"adenosine-5-monophosphate"	"   15979"	"adenosine-5-monophosphate"
"vimss"	" 3473902"	""	"   15980"	""
"vimss"	" 3473903"	""	"   15981"	""
"vimss"	" 3473904"	""	"   15982"	""
"vimss"	" 3473905"	"adenosine-5-monophosphate"	"   15983"	"adenosine-5-monophosphate"
"vimss"	" 3473906"	"adenosine-5-monophosphate"	"   15984"	"adenosine-5-monophosphate"
"vimss"	" 3473908"	""	"   15985"	""
"vimss"	" 3473909"	""	"   15986"	""
"vimss"	" 3473910"	""	"   15987"	""
"vimss"	" 3473911"	""	"   15988"	""
"vimss"	" 3473912"	""	"   15989"	""
"vimss"	" 3473914"	""	"   15990"	""
"vimss"	" 3473915"	""	"   15991"	""
"vimss"	" 3473916"	""	" 1936619"	""
"vimss"	" 3473917"	""	"   15993"	""
"vimss"	" 3473918"	"adenosine-5-monophosphate"	"   15994"	"adenosine-5-monophosphate"
"vimss"	" 3473919"	""	"   15995"	""
"vimss"	" 3473920"	""	"   15996"	""
"vimss"	" 3473921"	""	"   15997"	""
"vimss"	" 3473922"	""	"   15998"	""
"vimss"	" 3473924"	"phosphoric acid"	"   15999"	"phosphoric acid"
"vimss"	" 3473925"	""	"   16000"	""
"vimss"	" 3473926"	""	"   16001"	""
"vimss"	" 3473927"	""	"   16002"	""
"vimss"	" 3473929"	""	"   16004"	""
"vimss"	" 3473931"	""	"   16005"	""
"vimss"	" 3473932"	""	"   16006"	""
"vimss"	" 3473933"	""	"   16007"	""
"vimss"	" 3473934"	""	"   16008"	""
"vimss"	" 3473935"	""	"   16009"	""
"vimss"	" 3473936"	""	"   16010"	""
"vimss"	" 3473940"	""	"   16013"	""
"vimss"	" 3473941"	"glucose-6-phosphate 1"	"   16014"	"glucose-6-phosphate 1"
"vimss"	" 3473942"	"phosphoric acid"	"   16015"	"phosphoric acid"
"vimss"	" 3473943"	"phosphoric acid"	" 1936623"	"phosphoric acid"
"vimss"	" 3473944"	"phosphoric acid"	"   16017"	"phosphoric acid"
"vimss"	" 3473945"	"phosphoric acid"	"   16018"	"phosphoric acid"
"vimss"	" 3473946"	""	"   16019"	""
"vimss"	" 3473949"	""	"   16021"	""
"vimss"	" 3473951"	""	"   16022"	""
"vimss"	" 3473952"	""	"   16023"	""
"vimss"	" 3473953"	""	"   16024"	""
"vimss"	" 3473954"	""	"   16025"	""
"vimss"	" 3473958"	"glycerol-alpha-phosphate"	"   16026"	"glycerol-alpha-phosphate"
"vimss"	" 3473959"	""	"   16027"	""
"vimss"	" 3473960"	""	"   16028"	""
"vimss"	" 3473962"	""	"   16029"	""
"vimss"	" 3473963"	""	"   16030"	""
"vimss"	" 3473964"	""	"   16031"	""
"vimss"	" 3473965"	""	"   16032"	""
"vimss"	" 3473966"	""	"   16033"	""
"vimss"	" 3473967"	""	"   16034"	""
"vimss"	" 3473969"	""	"   16036"	""
"vimss"	" 3473970"	""	"   16037"	""
"vimss"	" 3473971"	""	"   16038"	""
"vimss"	" 3473972"	""	"   16039"	""
"vimss"	" 3473973"	""	"   16040"	""
"vimss"	" 3473974"	""	"   16041"	""
"vimss"	" 3473975"	""	"   16042"	""
"vimss"	" 3473976"	""	"   16043"	""
"vimss"	" 3473977"	""	"   16044"	""
"vimss"	" 3473978"	""	" 1936633"	""
"vimss"	" 3473981"	""	"   14682"	""
"vimss"	" 3473982"	""	"   14681"	""
"vimss"	" 3473984"	""	"   16051"	""
"vimss"	" 3473985"	""	"   16052"	""
"vimss"	" 3473986"	""	"   16053"	""
"vimss"	" 3473987"	""	"   16054"	""
"vimss"	" 3473988"	"phosphoric acid"	"   16055"	"phosphoric acid"
"vimss"	" 3473989"	""	"   16056"	""
"vimss"	" 3473990"	""	"   16057"	""
"vimss"	" 3473991"	""	"   16058"	""
"vimss"	" 3473992"	""	"   16059"	""
"vimss"	" 3473993"	""	"   16060"	""
"vimss"	" 3473994"	""	"   16061"	""
"vimss"	" 3473995"	""	"   16062"	""
"vimss"	" 3473996"	""	"   16063"	""
"vimss"	" 3473997"	""	"   16064"	""
"vimss"	" 3473998"	""	"   16065"	""
"vimss"	" 3473999"	""	"   16066"	""
"vimss"	" 3474000"	""	"   16067"	""
"vimss"	" 3474005"	""	"   16070"	""
"vimss"	" 3474006"	""	"   16071"	""
"vimss"	" 3474007"	""	"   16072"	""
"vimss"	" 3474008"	""	"   16073"	""
"vimss"	" 3474009"	""	"   16074"	""
"vimss"	" 3474010"	""	"   16075"	""
"vimss"	" 3474014"	""	"   16080"	""
"vimss"	" 3474015"	""	"   16081"	""
"vimss"	" 3474016"	""	"   16082"	""
"vimss"	" 3474017"	""	"   16083"	""
"vimss"	" 3474018"	""	"   16084"	""
"vimss"	" 3474019"	""	"   16085"	""
"vimss"	" 3474020"	""	"   16086"	""
"vimss"	" 3474021"	""	"   16087"	""
"vimss"	" 3474045"	""	"   16088"	""
"vimss"	" 3474049"	""	"   16092"	""
"vimss"	" 3474050"	"adenine"	"   16093"	"adenine"
"vimss"	" 3474051"	""	"   16094"	""
"vimss"	" 3474053"	""	"   16095"	""
"vimss"	" 3474055"	""	"   16096"	""
"vimss"	" 3474056"	""	"   16097"	""
"vimss"	" 3474058"	""	"   16098"	""
"vimss"	" 3474059"	""	"   16099"	""
"vimss"	" 3474060"	""	"   16100"	""
"vimss"	" 3474061"	""	"   16101"	""
"vimss"	" 3474087"	""	"   16115"	""
"vimss"	" 3474088"	""	"   16116"	""
"vimss"	" 3474089"	""	"   16117"	""
"vimss"	" 3474090"	""	"   16118"	""
"vimss"	" 3474091"	""	"   16119"	""
"vimss"	" 3474092"	""	"   16120"	""
"vimss"	" 3474093"	""	"   16121"	""
"vimss"	" 3474094"	""	"   16122"	""
"vimss"	" 3474095"	""	"   16123"	""
"vimss"	" 3474096"	""	"   16124"	""
"vimss"	" 3474097"	""	" 1936663"	""
"vimss"	" 3474098"	""	"   16125"	""
"vimss"	" 3474099"	""	"   16126"	""
"vimss"	" 3474100"	""	"   16127"	""
"vimss"	" 3474101"	""	"   16128"	""
"vimss"	" 3474102"	"phenylalanine"	"   16129"	"phenylalanine"
"vimss"	" 3474103"	"phosphoric acid"	"   16130"	"phosphoric acid"
"vimss"	" 3474104"	"phosphoric acid"	"   16131"	"phosphoric acid"
"vimss"	" 3474105"	""	"   16132"	""
"vimss"	" 3474106"	""	"   16133"	""
"vimss"	" 3474107"	""	"   16134"	""
"vimss"	" 3474119"	""	"   18318"	""
"vimss"	" 3474120"	""	"   16136"	""
"vimss"	" 3474122"	""	"   16148"	""
"vimss"	" 3474125"	""	"   16137"	""
"vimss"	" 3474143"	""	"   16150"	""
"vimss"	" 3474145"	""	"   16172"	""
"vimss"	" 3474146"	""	"   16173"	""
"vimss"	" 3474147"	""	"   16174"	""
"vimss"	" 3474149"	""	"   16176"	""
"vimss"	" 3474150"	""	"   16177"	""
"vimss"	" 3474151"	""	"   16178"	""
"vimss"	" 3474153"	""	"   16179"	""
"vimss"	" 3474154"	""	"   16180"	""
"vimss"	" 3474155"	""	"   16181"	""
"vimss"	" 3474158"	""	"   16182"	""
"vimss"	" 3474159"	""	"   16183"	""
"vimss"	" 3474160"	""	"   16184"	""
"vimss"	" 3474161"	""	"   16185"	""
"vimss"	" 3474162"	""	"   16186"	""
"vimss"	" 3474163"	""	"   16187"	""
"vimss"	" 3474164"	""	"   16188"	""
"vimss"	" 3474167"	""	"   16193"	""
"vimss"	" 3474168"	"glyceric acid"	"   16194"	"glyceric acid"
"vimss"	" 3474170"	""	"   16198"	""
"vimss"	" 3474171"	""	"   16199"	"mannose-6-phosphate NIST"
"vimss"	" 3474172"	"mannose-6-phosphate NIST"	"   16200"	"mannose-6-phosphate NIST"
"vimss"	" 3474173"	"mannose-6-phosphate NIST"	"   16201"	"mannose-6-phosphate NIST"
"vimss"	" 3474174"	""	"   16202"	""
"vimss"	" 3474175"	""	"   16203"	"phosphoethanolamine"
"vimss"	" 3474176"	""	"   16204"	""
"vimss"	" 3474177"	""	"   16205"	""
"vimss"	" 3474178"	""	"   16206"	""
"vimss"	" 3474179"	""	"   16207"	""
"vimss"	" 3474180"	""	"   16208"	""
"vimss"	" 3474181"	""	"   16209"	""
"vimss"	" 3474182"	""	"   16210"	""
"vimss"	" 3474183"	""	"   16211"	""
"vimss"	" 3474184"	""	"   16212"	""
"vimss"	" 3474185"	""	"   16213"	""
"vimss"	" 3474186"	""	"   16214"	""
"vimss"	" 3474187"	""	"   16215"	""
"vimss"	" 3474188"	""	"   16216"	""
"vimss"	" 3474189"	""	"   16217"	""
"vimss"	" 3474190"	""	"   16218"	""
"vimss"	" 3474191"	""	"   16220"	""
"vimss"	" 3474192"	"adenosine-5-monophosphate"	"   16221"	"adenosine-5-monophosphate"
"vimss"	" 3474194"	""	"   16225"	""
"vimss"	" 3474195"	""	" 1936691"	""
"vimss"	" 3474196"	""	"   16227"	""
"vimss"	" 3474197"	""	"   16228"	""
"vimss"	" 3474198"	""	"   16229"	""
"vimss"	" 3474200"	""	"   16231"	""
"vimss"	" 3474201"	""	"   16232"	""
"vimss"	" 3474202"	""	"   16233"	""
"vimss"	" 3474203"	""	"   16234"	""
"vimss"	" 3474205"	""	" 1936696"	""
"vimss"	" 3474206"	""	"   16236"	""
"vimss"	" 3474207"	""	"   16237"	""
"vimss"	" 3474208"	""	"   16238"	""
"vimss"	" 3474209"	""	"   16239"	""
"vimss"	" 3474210"	"cellobiose"	"   16240"	"cellobiose"
"vimss"	" 3474211"	""	"   16241"	""
"vimss"	" 3474212"	""	"   16242"	""
"vimss"	" 3474213"	""	"   16243"	""
"vimss"	" 3474214"	""	"   16244"	""
"vimss"	" 3474215"	""	"   16245"	""
"vimss"	" 3474217"	""	"   16249"	""
"vimss"	" 3474218"	""	"   16250"	""
"vimss"	" 3474220"	""	"   16252"	""
"vimss"	" 3474221"	""	"   16253"	""
"vimss"	" 3474222"	""	"   16254"	""
"vimss"	" 3474223"	""	"   16255"	""
"vimss"	" 3474224"	""	"   16256"	""
"vimss"	" 3474225"	""	"   16257"	""
"vimss"	" 3474226"	"phosphoric acid"	"   16258"	"phosphoric acid"
"vimss"	" 3474227"	""	"   16259"	""
"vimss"	" 3474228"	""	"   16260"	""
"vimss"	" 3474229"	""	"   16261"	""
"vimss"	" 3474230"	""	"   16262"	""
"vimss"	" 3474231"	"glutathione"	"   16263"	"glutathione"
"vimss"	" 3474232"	""	"   16264"	""
"vimss"	" 3474234"	""	"   16265"	""
"vimss"	" 3474236"	""	"   16266"	""
"vimss"	" 3474237"	""	"   16267"	""
"vimss"	" 3474238"	""	"   16268"	""
"vimss"	" 3474239"	""	"   16269"	""
"vimss"	" 3474240"	""	"   16270"	""
