locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	COG	COGFun	EC
3473973	YP_001458715.1	157161397	57075	2024717	2025082	+	EcHS_A2026	fliT			
3473974	YP_001458716.1	157161398	57075	2025160	2026647	+	EcHS_A2027	amyA	COG366	G	3.2.1.1
3473975	YP_001458717.1	157161399	57075	2027097	2026681	-	EcHS_A2028	EcHS_A2028			
3473976	YP_001458718.1	157161400	57075	2027281	2028486	+	EcHS_A2029	EcHS_A2029	COG2391	R	
3473977	YP_001458719.1	157161401	57075	2028483	2028716	+	EcHS_A2030	EcHS_A2030	COG425	O	
3473978	YP_001458720.1	157161402	57075	2028825	2029322	+	EcHS_A2031	EcHS_A2031	COG2135	S	
3473979	YP_001458721.1	157161403	57075	2029533	2029204	-	EcHS_A2033	EcHS_A2033			
3473980	YP_001458722.1	157161404	57075	2029511	2030011	+	EcHS_A2032	EcHS_A2032	COG1943	L	
3473981	YP_001458723.1	157161405	57075	2031034	2030237	-	EcHS_A2034	EcHS_A2034	COG2207	K	
3473982	YP_001458724.1	157161406	57075	2031595	2031044	-	EcHS_A2035	EcHS_A2035	COG1881	R	
3473983	YP_001458725.1	157161407	57075	2032096	2031764	-	EcHS_A2036	emrE	COG2076	P	
3473984	YP_001458726.1	157161408	57075	2032754	2032440	-	EcHS_A2037	fliE	COG1677	NU	
3473985	YP_001458727.1	157161409	57075	2032969	2034627	+	EcHS_A2038	fliF	COG1766	NU	
3473986	YP_001458728.1	157161410	57075	2034620	2035615	+	EcHS_A2039	fliG	COG1536	N	
3473987	YP_001458729.1	157161411	57075	2035608	2036294	+	EcHS_A2040	fliH	COG1317	NU	
3473988	YP_001458730.1	157161412	57075	2036294	2037667	+	EcHS_A2041	fliI	COG1157	NU	3.6.3.14
3473989	YP_001458731.1	157161413	57075	2037686	2038129	+	EcHS_A2042	fliJ	COG2882	NUO	
3473990	YP_001458732.1	157161414	57075	2038126	2039253	+	EcHS_A2043	fliK	COG3144	N	
3473991	YP_001458733.1	157161415	57075	2039358	2039822	+	EcHS_A2044	fliL	COG1580	N	
3473992	YP_001458734.1	157161416	57075	2039827	2040831	+	EcHS_A2045	fliM	COG1868	N	
3473993	YP_001458735.1	157161417	57075	2040828	2041241	+	EcHS_A2046	fliN	COG1886	NU	
3473994	YP_001458736.1	157161418	57075	2041244	2041609	+	EcHS_A2047	fliO	COG3190	N	
3473995	YP_001458737.1	157161419	57075	2041609	2042346	+	EcHS_A2048	fliP	COG1338	NU	
3473996	YP_001458738.1	157161420	57075	2042356	2042625	+	EcHS_A2049	fliQ	COG4794	U	
3473997	YP_001458739.1	157161421	57075	2042633	2043418	+	EcHS_A2050	fliR	COG1684	NU	
3473998	YP_001458740.1	157161422	57075	2043708	2044331	+	EcHS_A2051	rcsA	COG2197	TK	
3473999	YP_001458741.1	157161423	57075	2044563	2044375	-	EcHS_A2052	EcHS_A2052			
3474000	YP_001458742.1	157161424	57075	2044726	2044953	+	EcHS_A2053	EcHS_A2053			
3474001			57075	2045053	2044967	-	EcHS_A4751	EcHS_A4751			
3474002	YP_001458743.1	157161425	57075	2044999	2045109	+	EcHS_A2054	EcHS_A2054			
3474003			57075	2045251	2046066	+	EcHS_A2055	EcHS_A2055			
3474004			57075	2047739	2046063	-	EcHS_A2057	EcHS_A2057			
3474005	YP_001458744.1	157161426	57075	2048177	2047995	-	EcHS_A2059	EcHS_A2059	COG5475	S	
3474006	YP_001458745.1	157161427	57075	2049173	2048256	-	EcHS_A2060	EcHS_A2060	COG2354	S	
3474007	YP_001458746.1	157161428	57075	2049346	2050266	+	EcHS_A2061	EcHS_A2061			
3474008	YP_001458747.1	157161429	57075	2050725	2050255	-	EcHS_A2062	vsr	COG3727	L	3.1.-.-
3474009	YP_001458748.1	157161430	57075	2052124	2050706	-	EcHS_A2063	dcm	COG270	L	2.1.1.37
3474010	YP_001458749.1	157161431	57075	2052871	2052191	-	EcHS_A2064	EcHS_A2064	COG1418	R	
3474011	YP_001458750.1	157161432	57075	2052898	2053176	+	EcHS_A2065	EcHS_A2065	COG2963	L	
3474012	YP_001458751.1	157161433	57075	2053233	2054045	+	EcHS_A2066	EcHS_A2066	COG2801	L	
3474013	YP_001458752.1	157161434	57075	2054141	2054344	+	EcHS_A2067	EcHS_A2067			
3474014	YP_001458753.1	157161435	57075	2054935	2055786	+	EcHS_A2068	hchA	COG693	R	
3474015	YP_001458754.1	157161436	57075	2057252	2055894	-	EcHS_A2069	EcHS_A2069	COG642	T	2.7.13.3
3474016	YP_001458755.1	157161437	57075	2058034	2057252	-	EcHS_A2070	EcHS_A2070	COG745	TK	
3474017	YP_001458756.1	157161438	57075	2058056	2058469	+	EcHS_A2071	EcHS_A2071	COG2351	R	3.5.2.17
3474018	YP_001458757.1	157161439	57075	2058578	2059582	+	EcHS_A2072	EcHS_A2072	COG2041	R	
3474019	YP_001458758.1	157161440	57075	2059583	2060218	+	EcHS_A2073	EcHS_A2073	COG2717	S	
3474020	YP_001458759.1	157161441	57075	2060475	2061125	+	EcHS_A2074	EcHS_A2074	COG3443	R	
3474021	YP_001458760.1	157161442	57075	2061468	2061998	+	EcHS_A2075	EcHS_A2075	COG3038	C	
3474022	YP_001458761.1	157161443	57075	2063292	2062900	-	EcHS_A2076	EcHS_A2076			
3474023	YP_001458762.1	157161444	57075	2063505	2063302	-	EcHS_A2077	EcHS_A2077			
3474024	YP_001458763.1	157161445	57075	2064503	2064604	+	EcHS_A2078	EcHS_A2078			
3474025	YP_001458764.1	157161446	57075	2065612	2064812	-	EcHS_A2079	EcHS_A2079			
3474026	YP_001458765.1	157161447	57075	2067616	2065622	-	EcHS_A2080	EcHS_A2080			
3474027	YP_001458766.1	157161448	57075	2067981	2069072	+	EcHS_A2081	EcHS_A2081	COG1835	I	
3474028	YP_001458767.1	157161449	57075	2069836	2069051	-	EcHS_A2082	EcHS_A2082			
3474029	YP_001458768.1	157161450	57075	2070537	2069863	-	EcHS_A2083	EcHS_A2083	COG3778	S	
3474030	YP_001458769.1	157161451	57075	2071682	2070534	-	EcHS_A2084	EcHS_A2084	COG3299	S	
3474031	YP_001458770.1	157161452	57075	2072121	2071672	-	EcHS_A2085	EcHS_A2085	COG4381	S
3474032	YP_001458771.1	157161453	57075	2072699	2072118	-	EcHS_A2086	EcHS_A2086	COG4384	S
3474033	YP_001458772.1	157161454	57075	2073781	2072696	-	EcHS_A2087	EcHS_A2087	COG4379	R
3474034	YP_001458773.1	157161455	57075	2074164	2073778	-	EcHS_A2088	EcHS_A2088		
3474035	YP_001458774.1	157161456	57075	2074597	2074088	-	EcHS_A2089	EcHS_A2089		
3474036	YP_001458775.1	157161457	57075	2075187	2074597	-	EcHS_A2090	EcHS_A2090		
3474037	YP_001458776.1	157161458	57075	2076055	2075189	-	EcHS_A2091	EcHS_A2091	COG616	OU
3474038	YP_001458777.1	157161459	57075	2077626	2076052	-	EcHS_A2092	EcHS_A2092	COG5511	R
3474039	YP_001458778.1	157161460	57075	2077949	2077686	-	EcHS_A2093	EcHS_A2093		
3474040	YP_001458779.1	157161461	57075	2080084	2077958	-	EcHS_A2094	EcHS_A2094	COG5525	R
3474041	YP_001458780.1	157161462	57075	2080589	2080026	-	EcHS_A2095	EcHS_A2095		
3474042	YP_001458781.1	157161463	57075	2081361	2080837	-	EcHS_A2097	EcHS_A2097		
3474043	YP_001458782.1	157161464	57075	2081355	2081957	+	EcHS_A2096	EcHS_A2096		
3474044			57075	2082160	2082069	-	EcHS_A4672	EcHS_A4672		
3474045	YP_001458783.1	157161465	57075	2082253	2083050	+	EcHS_A2099	EcHS_A2099	COG3228	S
3474046			57075	2083150	2083227	+	EcHS_A4673	EcHS_A4673		
3474047			57075	2083465	2090616	+	EcHS_A2102	EcHS_A2102			
3474048	YP_001458784.1	157161466	57075	2091931	2090879	-	EcHS_A2103	EcHS_A2103	COG859	M	
3474049	YP_001458785.1	157161467	57075	2092246	2093562	+	EcHS_A2104	shiA	COG2814	G	
3474050	YP_001458786.1	157161468	57075	2093664	2095118	+	EcHS_A2105	amn	COG775	F	3.2.2.4
3474051	YP_001458787.1	157161469	57075	2095461	2096177	+	EcHS_A2106	EcHS_A2106	COG217	S	
3474052			57075	2096706	2096629	-	EcHS_A4674	EcHS_A4674			
3474053	YP_001458788.1	157161470	57075	2098446	2096806	-	EcHS_A2108	EcHS_A2108	COG534	V	
3474054			57075	2098453	2098530	+	EcHS_A4675	EcHS_A4675			
3474055	YP_001458789.1	157161471	57075	2099517	2098567	-	EcHS_A2110	cbl	COG583	K	
3474056	YP_001458790.1	157161472	57075	2100536	2099619	-	EcHS_A2111	nac	COG583	K	
3474057			57075	2100861	2100938	+	EcHS_A4676	EcHS_A4676			
3474058	YP_001458791.1	157161473	57075	2101925	2100993	-	EcHS_A2113	EcHS_A2113	COG1376	S	
3474059	YP_001458792.1	157161474	57075	2103069	2101990	-	EcHS_A2114	cobT	COG2038	H	2.4.2.21
3474060	YP_001458793.1	157161475	57075	2103824	2103081	-	EcHS_A2115	cobS	COG368	H	2.7.8.26
3474061	YP_001458794.1	157161476	57075	2104366	2103821	-	EcHS_A2116	cobU	COG2087	H	"2.7.1.156,2.7.7.62"
3474062	YP_001458795.1	157161477	57075	2104640	2104500	-	EcHS_A2117	EcHS_A2117			
3474063	YP_001458796.1	157161478	57075	2104995	2104831	-	EcHS_A2118	EcHS_A2118		
3474064	YP_001458797.1	157161479	57075	2105843	2106673	+	EcHS_A2119	EcHS_A2119	COG1735	R
3474065	YP_001458798.1	157161480	57075	2106889	2106713	-	EcHS_A2120	EcHS_A2120		
3474066	YP_001458799.1	157161481	57075	2106943	2107368	+	EcHS_A2121	EcHS_A2121	COG2963	L
3474067	YP_001458800.1	157161482	57075	2107365	2107715	+	EcHS_A2122	EcHS_A2122	COG3436	L
3474068	YP_001458801.1	157161483	57075	2107746	2109359	+	EcHS_A2123	EcHS_A2123	COG3436	L
3474069			57075	2109524	2109363	-	EcHS_A2124	EcHS_A2124		
3474070			57075	2111234	2109625	-	EcHS_A2127	EcHS_A2127		
3474071	YP_001458802.1	157161484	57075	2111939	2111529	-	EcHS_A2128	EcHS_A2128		
3474072			57075	2112125	2113093	+	EcHS_A2129	EcHS_A2129		
3474073	YP_001458803.1	157161485	57075	2113495	2113103	-	EcHS_A2131	EcHS_A2131		
3474074	YP_001458804.1	157161486	57075	2114230	2113661	-	EcHS_A2132	EcHS_A2132		
3474075	YP_001458805.1	157161487	57075	2114465	2114602	+	EcHS_A2133	EcHS_A2133		
3474076	YP_001458806.1	157161488	57075	2115122	2114946	-	EcHS_A2134	EcHS_A2134		
3474077	YP_001458807.1	157161489	57075	2115758	2116036	+	EcHS_A2135	EcHS_A2135	COG3311	K
3474078	YP_001458808.1	157161490	57075	2116125	2116733	+	EcHS_A2136	EcHS_A2136		
3474079	YP_001458809.1	157161491	57075	2117919	2118836	+	EcHS_A2137	EcHS_A2137			
3474080	YP_001458810.1	157161492	57075	2118921	2119793	+	EcHS_A2138	EcHS_A2138	COG3596	R	
3474081	YP_001458811.1	157161493	57075	2120165	2121916	+	EcHS_A2139	EcHS_A2139	COG3468	MU	
3474082	YP_001458812.1	157161494	57075	2122259	2122636	+	EcHS_A2140	EcHS_A2140			
3474083	YP_001458813.1	157161495	57075	2122633	2122836	+	EcHS_A2141	EcHS_A2141			
3474084	YP_001458814.1	157161496	57075	2122846	2122962	+	EcHS_A2142	EcHS_A2142			
3474085	YP_001458815.1	157161497	57075	2123678	2123818	+	EcHS_A2143	EcHS_A2143			
3474086	YP_001458816.1	157161498	57075	2124420	2124785	+	EcHS_A2144	EcHS_A2144	COG4917	E	
3474087	YP_001458817.1	157161499	57075	2125215	2124886	-	EcHS_A2145	EcHS_A2145	COG2926	S	
3474088	YP_001458818.1	157161500	57075	2126445	2125387	-	EcHS_A2146	EcHS_A2146			
3474089	YP_001458819.1	157161501	57075	2127116	2126643	-	EcHS_A2147	gyrI	COG3449	L	
3474090	YP_001458820.1	157161502	57075	2128401	2127235	-	EcHS_A2148	dacD	COG1686	M	3.4.16.4
3474091	YP_001458821.1	157161503	57075	2128610	2130037	+	EcHS_A2149	sbcB	COG2925	L	3.1.11.1
3474092	YP_001458822.1	157161504	57075	2130307	2130080	-	EcHS_A2150	EcHS_A2150	COG425	O	
3474093	YP_001458823.1	157161505	57075	2131379	2130321	-	EcHS_A2151	EcHS_A2151	COG2391	R	
3474094	YP_001458824.1	157161506	57075	2132916	2131558	-	EcHS_A2152	yeeF	COG531	E	
3474095	YP_001458825.1	157161507	57075	2134112	2133183	-	EcHS_A2153	EcHS_A2153	COG583	K	
3474096	YP_001458826.1	157161508	57075	2134982	2134158	-	EcHS_A2154	EcHS_A2154	COG451	MG	
3474097	YP_001458827.1	157161509	57075	2135319	2135065	-	EcHS_A2155	yoeB	COG4115	S	3.1.-.-
3474098	YP_001458828.1	157161510	57075	2135567	2135316	-	EcHS_A2156	yefM	COG2161	D	
3474099	YP_001458829.1	157161511	57075	2135851	2135901	+	EcHS_A2157	hisL			
3474100	YP_001458830.1	157161512	57075	2136047	2136946	+	EcHS_A2158	hisG	COG40	E	2.4.2.17
3474101	YP_001458831.1	157161513	57075	2136952	2138256	+	EcHS_A2159	hisD	COG141	E	1.1.1.23
3474102	YP_001458832.1	157161514	57075	2138253	2139323	+	EcHS_A2160	hisC	COG79	E	2.6.1.9
3474103	YP_001458833.1	157161515	57075	2139323	2140390	+	EcHS_A2161	hisB	COG131	E	"3.1.3.15,4.2.1.19"
3474104	YP_001458834.1	157161516	57075	2140390	2140980	+	EcHS_A2162	hisH	COG118	E	2.4.2.-
3474105	YP_001458835.1	157161517	57075	2140980	2141717	+	EcHS_A2163	hisA	COG106	E	5.3.1.16
3474106	YP_001458836.1	157161518	57075	2141699	2142475	+	EcHS_A2164	hisF	COG107	E	4.1.3.-
3474107	YP_001458837.1	157161519	57075	2142469	2143077	+	EcHS_A2165	hisIE	COG139	E	"3.5.4.19,3.6.1.31"
3474108	YP_001458838.1	157161520	57075	2144231	2143116	-	EcHS_A2166	EcHS_A2166	COG438	M	2.4.1.-
3474109	YP_001458839.1	157161521	57075	2145386	2144241	-	EcHS_A2167	mtfB	COG438	M	2.4.1.-
3474110	YP_001458840.1	157161522	57075	2147880	2145433	-	EcHS_A2168	EcHS_A2168	COG438	M	2.4.1.-
3474111	YP_001458841.1	157161523	57075	2150092	2147966	-	EcHS_A2169	EcHS_A2169			
3474112	YP_001458842.1	157161524	57075	2151407	2150112	-	EcHS_A2170	EcHS_A2170	COG1134	GM	
3474113	YP_001458843.1	157161525	57075	2152195	2151410	-	EcHS_A2171	EcHS_A2171	COG1682	GM	2.4.2.-
3474114	YP_001458844.1	157161526	57075	2153583	2152201	-	EcHS_A2172	EcHS_A2172	COG1109	G	5.4.2.8
3474115	YP_001458845.1	157161527	57075	2155022	2153607	-	EcHS_A2173	manC	COG836	M	2.7.7.22
3474116	YP_001458846.1	157161528	57075	2155125	2155033	-	EcHS_A2174	EcHS_A2174			
3474117	YP_001458847.1	157161529	57075	2155809	2155699	-	EcHS_A2175	EcHS_A2175			
3474118	YP_001458848.1	157161530	57075	2156588	2156091	-	EcHS_A2176	EcHS_A2176	COG1662	L	
3474119	YP_001458849.1	157161531	57075	2156782	2156507	-	EcHS_A2177	EcHS_A2177	COG3677	L	
3474120	YP_001458850.1	157161532	57075	2158006	2156840	-	EcHS_A2178	ugd	COG1004	M	1.1.1.22
3474121	YP_001458851.1	157161533	57075	2158741	2158187	-	EcHS_A2179	rfbC	COG1898	M	5.1.3.13
3474122	YP_001458852.1	157161534	57075	2159646	2158756	-	EcHS_A2180	rfbD	COG1091	M	1.1.1.133
3474123	YP_001458853.1	157161535	57075	2160547	2159678	-	EcHS_A2181	rfbA2	COG1209	M	2.7.7.24
3474124	YP_001458854.1	157161536	57075	2161638	2160574	-	EcHS_A2182	rfbB1	COG1088	M	4.2.1.46
3474125	YP_001458855.1	157161537	57075	2163268	2161862	-	EcHS_A2183	gnd	COG362	G	1.1.1.44
3474126	YP_001458856.1	157161538	57075	2164899	2163469	-	EcHS_A2184	EcHS_A2184	COG2244	R	
3474127	YP_001458857.1	157161539	57075	2165833	2164982	-	EcHS_A2185	EcHS_A2185	COG1216	R	
3474128	YP_001458858.1	157161540	57075	2167076	2165826	-	EcHS_A2186	EcHS_A2186			
3474129	YP_001458859.1	157161541	57075	2167848	2167078	-	EcHS_A2187	EcHS_A2187	COG1216	R	2.4.1.-
3474130	YP_001458860.1	157161542	57075	2169673	2167880	-	EcHS_A2188	EcHS_A2188			
3474131	YP_001458861.1	157161543	57075	2171031	2170120	-	EcHS_A2189	EcHS_A2189	COG1216	R	2.4.1.-
3474132	YP_001458862.1	157161544	57075	2172496	2171069	-	EcHS_A2190	EcHS_A2190	COG2148	M	"2.4.1.-,2.7.8.6"
3474133	YP_001458863.1	157161545	57075	2174767	2172599	-	EcHS_A2191	etk2	COG3206	M	2.7.10.1
3474134	YP_001458864.1	157161546	57075	2175219	2174782	-	EcHS_A2192	wzb	COG394	T	3.1.3.48
3474135	YP_001458865.1	157161547	57075	2176357	2175221	-	EcHS_A2193	EcHS_A2193	COG1596	M	
3474136	YP_001458866.1	157161548	57075	2178015	2176501	-	EcHS_A2194	EcHS_A2194			
3474137	YP_001458867.1	157161549	57075	2178287	2178147	-	EcHS_A2195	EcHS_A2195			
3474138	YP_001458868.1	157161550	57075	2178363	2178262	-	EcHS_A2196	EcHS_A2196			
3474139	YP_001458869.1	157161551	57075	2178508	2178783	+	EcHS_A2197	EcHS_A2197	COG3677	L	
3474140	YP_001458870.1	157161552	57075	2178702	2179205	+	EcHS_A2198	EcHS_A2198	COG1662	L	
3474141	YP_001458871.1	157161553	57075	2179538	2179302	-	EcHS_A2199	EcHS_A2199			
3474142			57075	2179922	2179650	-	EcHS_A2200	EcHS_A2200			
3474143	YP_001458872.1	157161554	57075	2181217	2180315	-	EcHS_A2202	galF	COG1210	M	2.7.7.9
3474144			57075	2181966	2183549	+	EcHS_A2203	EcHS_A2203			
3474145	YP_001458873.1	157161555	57075	2185854	2184001	-	EcHS_A2204	asmA	COG2982	M	
3474146	YP_001458874.1	157161556	57075	2186457	2185876	-	EcHS_A2205	dcd	COG717	F	3.5.4.13
3474147	YP_001458875.1	157161557	57075	2187190	2186549	-	EcHS_A2206	udk	COG572	F	2.7.1.48
3474148			57075	2187508	2190825	+	EcHS_A2208	EcHS_A2208			
3474149	YP_001458876.1	157161558	57075	2191782	2190934	-	EcHS_A2209	alkA	COG122	L	3.2.2.21
3474150	YP_001458877.1	157161559	57075	2191916	2193268	+	EcHS_A2210	EcHS_A2210	COG443	O	
3474151	YP_001458878.1	157161560	57075	2195226	2193280	-	EcHS_A2211	EcHS_A2211	COG4248	R	
3474152	YP_001458879.1	157161561	57075	2195382	2195272	-	EcHS_A2212	EcHS_A2212			
3474153	YP_001458880.1	157161562	57075	2195426	2195887	+	EcHS_A2213	EcHS_A2213	COG3779	S	
3474154	YP_001458881.1	157161563	57075	2196713	2195952	-	EcHS_A2214	EcHS_A2214			
3474155	YP_001458882.1	157161564	57075	2197369	2196710	-	EcHS_A2215	EcHS_A2215	COG4245	R	
3474156			57075	2197516	2197664	+	EcHS_A4752	EcHS_A4752			
3474157			57075	2197851	2197993	+	EcHS_A4753	EcHS_A4753			
3474158	YP_001458883.1	157161565	57075	2198257	2199504	+	EcHS_A2216	mdtA	COG845	M	
3474159	YP_001458884.1	157161566	57075	2199504	2202626	+	EcHS_A2217	mdtB	COG841	V	
3474160	YP_001458885.1	157161567	57075	2202627	2205704	+	EcHS_A2218	mdtC	COG841	V	
3474161	YP_001458886.1	157161568	57075	2205705	2207120	+	EcHS_A2219	EcHS_A2219	COG2814	G	
3474162	YP_001458887.1	157161569	57075	2207117	2208520	+	EcHS_A2220	baeS	COG642	T	"2.7.13.3,2.7.3.-"
3474163	YP_001458888.1	157161570	57075	2208517	2209239	+	EcHS_A2221	baeR	COG745	TK	
3474164	YP_001458889.1	157161571	57075	2209430	2209762	+	EcHS_A2222	EcHS_A2222	COG3422	S	
3474165			57075	2209909	2211270	+	EcHS_A2223	EcHS_A2223			
3474166			57075	2211353	2211438	+	EcHS_A4754	EcHS_A4754			
3474167	YP_001458890.1	157161572	57075	2211978	2211601	-	EcHS_A2224	EcHS_A2224			
3474168	YP_001458891.1	157161573	57075	2212324	2213223	+	EcHS_A2225	EcHS_A2225	COG1597	IR	2.7.1.-
3474169	YP_001458892.1	157161574	57075	2214078	2213305	-	EcHS_A2226	gatR	COG1349	KG	
3474170	YP_001458893.1	157161575	57075	2215224	2214184	-	EcHS_A2227	gatD	COG1063	ER	1.1.1.251
3474171	YP_001458894.1	157161576	57075	2216627	2215272	-	EcHS_A2228	gatC	COG3775	G	
3474172	YP_001458895.1	157161577	57075	2216915	2216631	-	EcHS_A2229	gatB	COG3414	G	2.7.1.69
3474173	YP_001458896.1	157161578	57075	2217398	2216946	-	EcHS_A2230	gatA	COG1762	GT	2.7.1.69
3474174	YP_001458897.1	157161579	57075	2218670	2217408	-	EcHS_A2231	EcHS_A2231	COG4573	G	"2.7.1.144,4.1.2.40"
3474175	YP_001458898.1	157161580	57075	2219553	2218699	-	EcHS_A2232	EcHS_A2232	COG191	G	4.1.2.40
3474176	YP_001458899.1	157161581	57075	2220913	2219861	-	EcHS_A2233	fbaB	COG1830	G	4.1.2.13
3474177	YP_001458900.1	157161582	57075	2221170	2222447	+	EcHS_A2234	yegT			
3474178	YP_001458901.1	157161583	57075	2222444	2223448	+	EcHS_A2235	EcHS_A2235	COG1397	O	3.2.-.-
3474179	YP_001458902.1	157161584	57075	2223445	2224410	+	EcHS_A2236	EcHS_A2236	COG524	G	
3474180	YP_001458903.1	157161585	57075	2225130	2224384	-	EcHS_A2237	EcHS_A2237	COG2188	K	
3474181	YP_001458904.1	157161586	57075	2226000	2225182	-	EcHS_A2238	EcHS_A2238	COG3757	M	
3474182	YP_001458905.1	157161587	57075	2226865	2226065	-	EcHS_A2239	thiD	COG351	H	"2.7.1.49,2.7.4.7"
3474183	YP_001458906.1	157161588	57075	2227650	2226862	-	EcHS_A2240	thiM	COG2145	H	2.7.1.50
3474184	YP_001458907.1	157161589	57075	2228145	2227873	-	EcHS_A2241	rcnR	COG1937	S	
3474185	YP_001458908.1	157161590	57075	2228266	2229090	+	EcHS_A2242	rcnA	COG2215	R	
3474186	YP_001458909.1	157161591	57075	2229129	2229647	+	EcHS_A2243	EcHS_A2243	COG5455	S	
3474187	YP_001458910.1	157161592	57075	2230763	2229729	-	EcHS_A2244	EcHS_A2244			
3474188	YP_001458911.1	157161593	57075	2233259	2230779	-	EcHS_A2245	EcHS_A2245	COG3188	NU	
3474189	YP_001458912.1	157161594	57075	2233949	2233275	-	EcHS_A2246	EcHS_A2246	COG3121	NU	
3474190	YP_001458913.1	157161595	57075	2234571	2234029	-	EcHS_A2247	EcHS_A2247	COG3539	NU	
3474191	YP_001458914.1	157161596	57075	2236517	2235408	-	EcHS_A2248	EcHS_A2248	COG489	D	
3474192	YP_001458915.1	157161597	57075	2236649	2238682	+	EcHS_A2249	metG	COG143	J	6.1.1.10
3474193	YP_001458916.1	157161598	57075	2238823	2242617	+	EcHS_A2250	molR	COG3831	S	
3474194	YP_001458917.1	157161599	57075	2242627	2246259	+	EcHS_A2251	EcHS_A2251			
3474195	YP_001458918.1	157161600	57075	2246320	2246637	+	EcHS_A2252	EcHS_A2252			
3474196	YP_001458919.1	157161601	57075	2246944	2248032	+	EcHS_A2253	EcHS_A2253	COG714	R	
3474197	YP_001458920.1	157161602	57075	2248043	2250322	+	EcHS_A2254	EcHS_A2254			
3474198	YP_001458921.1	157161603	57075	2250315	2251451	+	EcHS_A2255	EcHS_A2255			
3474199	YP_001458922.1	157161604	57075	2251448	2253448	+	EcHS_A2256	EcHS_A2256			
3474200	YP_001458923.1	157161605	57075	2253573	2254034	+	EcHS_A2257	EcHS_A2257	COG4808	S	
3474201	YP_001458924.1	157161606	57075	2254545	2254075	-	EcHS_A2258	EcHS_A2258	COG4807	S	
3474202	YP_001458925.1	157161607	57075	2255311	2254592	-	EcHS_A2259	EcHS_A2259	COG3279	KT	
3474203	YP_001458926.1	157161608	57075	2256993	2255308	-	EcHS_A2260	EcHS_A2260	COG3275	T	2.7.13.3
3474204			57075	2257215	2257954	+	EcHS_A2261	EcHS_A2261			
3474205	YP_001458927.1	157161609	57075	2258014	2258121	+	EcHS_A2262	EcHS_A2262			
3474206	YP_001458928.1	157161610	57075	2258833	2258102	-	EcHS_A2263	EcHS_A2263	COG1174	E	
3474207	YP_001458929.1	157161611	57075	2259764	2258838	-	EcHS_A2264	EcHS_A2264	COG1125	E	
3474208	YP_001458930.1	157161612	57075	2260914	2259757	-	EcHS_A2265	EcHS_A2265	COG1174	E	
3474209	YP_001458931.1	157161613	57075	2261838	2260921	-	EcHS_A2266	EcHS_A2266	COG1732	M	
3474210	YP_001458932.1	157161614	57075	2264387	2262090	-	EcHS_A2267	bglX	COG1472	G	3.2.1.21
3474211	YP_001458933.1	157161615	57075	2264583	2266298	+	EcHS_A2268	dld	COG277	C	1.1.1.28
3474212	YP_001458934.1	157161616	57075	2267277	2266336	-	EcHS_A2269	pbpG	COG1686	M	3.4.99.-
3474213	YP_001458935.1	157161617	57075	2268029	2267442	-	EcHS_A2270	EcHS_A2270			
3474214	YP_001458936.1	157161618	57075	2268199	2268777	+	EcHS_A2271	EcHS_A2271	COG586	S	
3474215	YP_001458937.1	157161619	57075	2269668	2268907	-	EcHS_A2272	EcHS_A2272	COG1028	IQR	
3474216	YP_001458938.1	157161620	57075	2271157	2269721	-	EcHS_A2273	EcHS_A2273	COG1538	MU	
3474217	YP_001458939.1	157161621	57075	2272784	2271837	-	EcHS_A2274	dusC	COG42	J	1.-.-.-
3474218	YP_001458940.1	157161622	57075	2273023	2273421	+	EcHS_A2275	EcHS_A2275	COG1380	R	
3474219			57075	2273418	2274113	+	EcHS_A2276	EcHS_A2276			
3474220	YP_001458941.1	157161623	57075	2274243	2275127	+	EcHS_A2277	cdd	COG295	F	3.5.4.5
3474221	YP_001458942.1	157161624	57075	2275277	2275996	+	EcHS_A2278	sanA	COG2949	S	
3474222	YP_001458943.1	157161625	57075	2275999	2276238	+	EcHS_A2279	EcHS_A2279			
3474223	YP_001458944.1	157161626	57075	2276432	2277670	+	EcHS_A2280	EcHS_A2280	COG493	ER	
3474224	YP_001458945.1	157161627	57075	2277664	2278899	+	EcHS_A2281	EcHS_A2281	COG167	F	
3474225	YP_001458946.1	157161628	57075	2279980	2278970	-	EcHS_A2282	mglC	COG4211	G	
3474226	YP_001458947.1	157161629	57075	2281516	2279996	-	EcHS_A2283	mglA	COG1129	G	3.6.3.17
3474227	YP_001458948.1	157161630	57075	2282575	2281577	-	EcHS_A2284	mglB	COG1879	G	
3474228	YP_001458949.1	157161631	57075	2283895	2282855	-	EcHS_A2285	galS	COG1609	K	
3474229	YP_001458950.1	157161632	57075	2285194	2284037	-	EcHS_A2286	EcHS_A2286	COG2311	S	
3474230	YP_001458951.1	157161633	57075	2285879	2285211	-	EcHS_A2287	folE	COG302	H	3.5.4.16
3474231	YP_001458952.1	157161634	57075	2286137	2286973	+	EcHS_A2288	fghA1	COG627	R	3.1.2.12
3474232	YP_001458953.1	157161635	57075	2288996	2287005	-	EcHS_A2289	cirA	COG4771	P	
3474233	YP_001458954.1	157161636	57075	2289193	2289089	-	EcHS_A2290	EcHS_A2290			
3474234	YP_001458955.1	157161637	57075	2290759	2289290	-	EcHS_A2291	lysP	COG833	E	
3474235	YP_001458956.1	157161638	57075	2290977	2290867	-	EcHS_A2292	EcHS_A2292			
