From	To	Species	Gene Name
DPEP2	uc010cey.2	Homo sapiens	dipeptidase 2
DPEP2	uc002evd.3	Homo sapiens	dipeptidase 2
DPEP2	uc002eve.2	Homo sapiens	dipeptidase 2
DPEP2	uc002evg.2	Homo sapiens	dipeptidase 2
DPEP2	uc009new.1	Mus musculus	dipeptidase 2
DPEP2	uc009nev.1	Mus musculus	dipeptidase 2
DPEP2	uc009ney.1	Mus musculus	dipeptidase 2
DPEP2	uc009nex.1	Mus musculus	dipeptidase 2
PARVG	uc007xbz.1	Mus musculus	parvin, gamma
PARVG	uc003ber.2	Homo sapiens	parvin, gamma
PARVG	uc011aqf.1	Homo sapiens	parvin, gamma
PARVG	uc010gzq.1	Homo sapiens	parvin, gamma
PARVG	uc003beq.2	Homo sapiens	parvin, gamma
PARVG	uc010gzr.1	Homo sapiens	parvin, gamma
PARVG	uc010gzo.2	Homo sapiens	parvin, gamma
PARVG	uc003bep.2	Homo sapiens	parvin, gamma
PARVG	uc011aqe.1	Homo sapiens	parvin, gamma
PARVG	uc010gzp.2	Homo sapiens	parvin, gamma
CLIC2	uc004fnf.2	Homo sapiens	chloride intracellular channel 2
CLIC2	uc010nvj.1	Homo sapiens	chloride intracellular channel 2
IL6R	uc001fez.1	Homo sapiens	interleukin 6 receptor
IL6R	uc001ffa.1	Homo sapiens	interleukin 6 receptor
MMP12	uc001phk.2	Homo sapiens	matrix metallopeptidase 12 (macrophage elastase)
MMP12	uc009ock.1	Mus musculus	matrix metallopeptidase 12
MMP12	uc009ocm.1	Mus musculus	matrix metallopeptidase 12
MMP12	uc009och.1	Mus musculus	matrix metallopeptidase 12
MMP12	uc009ocl.1	Mus musculus	matrix metallopeptidase 12
MMP12	uc009oci.1	Mus musculus	matrix metallopeptidase 12
MMP12	uc009ocj.1	Mus musculus	matrix metallopeptidase 12
INHBA	uc007pnw.1	Mus musculus	inhibin beta-A
INHBA	uc003thr.2	Homo sapiens	inhibin, beta A
INHBA	uc003thq.2	Homo sapiens	inhibin, beta A
KLRG1	uc001qvh.2	Homo sapiens	killer cell lectin-like receptor subfamily G, member 1
KLRG1	uc001qvg.2	Homo sapiens	killer cell lectin-like receptor subfamily G, member 1
KLRG1	uc009dov.1	Mus musculus	killer cell lectin-like receptor subfamily G, member 1
CKAP2L	uc002tie.2	Homo sapiens	cytoskeleton associated protein 2-like
CKAP2L	uc010yxq.1	Homo sapiens	cytoskeleton associated protein 2-like
CKAP2L	uc010yxp.1	Homo sapiens	cytoskeleton associated protein 2-like
CKAP2L	uc002tif.2	Homo sapiens	cytoskeleton associated protein 2-like
CKAP2L	uc008mhp.1	Mus musculus	cytoskeleton associated protein 2-like
CKAP2L	uc008mho.1	Mus musculus	cytoskeleton associated protein 2-like
EIF4A1	uc002ghq.1	Homo sapiens	similar to eukaryotic translation initiation factor 4A; small nucleolar RNA, H/ACA box 67; eukaryotic translation initiation factor 4A, isoform 1
EIF4A1	uc002ghp.1	Homo sapiens	similar to eukaryotic translation initiation factor 4A; small nucleolar RNA, H/ACA box 67; eukaryotic translation initiation factor 4A, isoform 1
EIF4A1	uc010cml.1	Homo sapiens	similar to eukaryotic translation initiation factor 4A; small nucleolar RNA, H/ACA box 67; eukaryotic translation initiation factor 4A, isoform 1
EIF4A1	uc002ghr.1	Homo sapiens	similar to eukaryotic translation initiation factor 4A; small nucleolar RNA, H/ACA box 67; eukaryotic translation initiation factor 4A, isoform 1
EIF4A1	uc002gho.1	Homo sapiens	similar to eukaryotic translation initiation factor 4A; small nucleolar RNA, H/ACA box 67; eukaryotic translation initiation factor 4A, isoform 1
EIF4A1	uc007jqz.1	Mus musculus	eukaryotic translation initiation factor 4A1
EIF4A1	uc007jra.1	Mus musculus	eukaryotic translation initiation factor 4A1
IL12A	uc003fcx.2	Homo sapiens	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)
IL12A	uc008plv.1	Mus musculus	interleukin 12a
IL12A	uc008plu.1	Mus musculus	interleukin 12a
SERPINB2	uc002ljp.1	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB2	uc002ljq.1	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB2	uc010xeu.1	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB2	uc002ljo.2	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB2	uc010dqh.2	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB2	uc007chn.1	Mus musculus	serine (or cysteine) peptidase inhibitor, clade B, member 2
SERPINB2	uc007cho.1	Mus musculus	serine (or cysteine) peptidase inhibitor, clade B, member 2
SERPINB2	uc007chp.1	Mus musculus	serine (or cysteine) peptidase inhibitor, clade B, member 2
TXK	uc011bzj.1	Homo sapiens	TXK tyrosine kinase
TXK	uc003gxx.3	Homo sapiens	TXK tyrosine kinase
TXK	uc003gxy.1	Homo sapiens	TXK tyrosine kinase
TXK	uc010igj.2	Homo sapiens	TXK tyrosine kinase
TXK	uc008xrx.1	Mus musculus	TXK tyrosine kinase
TXK	uc008xry.1	Mus musculus	TXK tyrosine kinase
TXK	uc008xrw.1	Mus musculus	TXK tyrosine kinase
TXK	uc008xrz.1	Mus musculus	TXK tyrosine kinase
IL12B	uc003lxr.1	Homo sapiens	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)
IL12B	uc007inc.1	Mus musculus	interleukin 12b
IL12B	uc007inb.1	Mus musculus	interleukin 12b
CSF1	uc001dyt.2	Homo sapiens	colony stimulating factor 1 (macrophage)
CSF1	uc001dyu.2	Homo sapiens	colony stimulating factor 1 (macrophage)
CSF1	uc001dyv.3	Homo sapiens	colony stimulating factor 1 (macrophage)
CSF1	uc001dyw.3	Homo sapiens	colony stimulating factor 1 (macrophage)
CSF1	uc008qxm.1	Mus musculus	colony stimulating factor 1 (macrophage)
CSF1	uc008qxn.1	Mus musculus	colony stimulating factor 1 (macrophage)
CSF1	uc008qxk.1	Mus musculus	colony stimulating factor 1 (macrophage)
CSF1	uc008qxl.1	Mus musculus	colony stimulating factor 1 (macrophage)
FPR1	uc002pxq.2	Homo sapiens	formyl peptide receptor 1
FPR1	uc008apt.1	Mus musculus	formyl peptide receptor 1
PPP1R2P4	uc010tfz.1	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc001vbf.3	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010tga.1	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010aco.1	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc001vbi.3	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010acl.2	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc001vbh.3	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010acm.2	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc001vbg.3	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc001vbe.3	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010tfy.1	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
PPP1R2P4	uc010acn.2	Homo sapiens	similar to protein phosphatase 1, regulatory subunit 2; protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4; chromosome 13 open reading frame 18
FPR3	uc008apw.1	Mus musculus	formyl peptide receptor 3
FPR3	uc008apv.1	Mus musculus	formyl peptide receptor 3
FPR3	uc002pxt.1	Homo sapiens	formyl peptide receptor 3
FPR2	uc002pxs.3	Homo sapiens	formyl peptide receptor 2
FPR2	uc010epf.2	Homo sapiens	formyl peptide receptor 2
FPR2	uc002pxr.2	Homo sapiens	formyl peptide receptor 2
FPR2	uc008apu.1	Mus musculus	formyl peptide receptor 2
HDGFRP2	uc008dau.1	Mus musculus	hepatoma-derived growth factor, related protein 2
HDGFRP2	uc008dav.1	Mus musculus	hepatoma-derived growth factor, related protein 2
HDGFRP2	uc008dax.1	Mus musculus	hepatoma-derived growth factor, related protein 2
HDGFRP2	uc008daw.1	Mus musculus	hepatoma-derived growth factor, related protein 2
HDGFRP2	uc002maq.1	Homo sapiens	hepatoma-derived growth factor-related protein 2
HDGFRP2	uc010dua.2	Homo sapiens	hepatoma-derived growth factor-related protein 2
HDGFRP2	uc002map.2	Homo sapiens	hepatoma-derived growth factor-related protein 2
HDGFRP2	uc010dtz.1	Homo sapiens	hepatoma-derived growth factor-related protein 2
HDGFRP2	uc002mao.2	Homo sapiens	hepatoma-derived growth factor-related protein 2
IL7R	uc011coo.1	Homo sapiens	interleukin 7 receptor
IL7R	uc011cop.1	Homo sapiens	interleukin 7 receptor
IL7R	uc003jjs.2	Homo sapiens	interleukin 7 receptor
IL7R	uc007vfp.1	Mus musculus	interleukin 7 receptor
IL7R	uc007vfo.1	Mus musculus	interleukin 7 receptor
CLEC10A	uc010clv.1	Homo sapiens	C-type lectin domain family 10, member A
CLEC10A	uc002gek.2	Homo sapiens	C-type lectin domain family 10, member A
CLEC10A	uc002gej.2	Homo sapiens	C-type lectin domain family 10, member A
CLEC10A	uc002gel.2	Homo sapiens	C-type lectin domain family 10, member A
CLEC10A	uc007jty.1	Mus musculus	macrophage galactose N-acetyl-galactosamine specific lectin 1
CLEC10A	uc007jtw.1	Mus musculus	macrophage galactose N-acetyl-galactosamine specific lectin 1
CLEC10A	uc007jtx.1	Mus musculus	macrophage galactose N-acetyl-galactosamine specific lectin 1
CCT6B	uc010ctg.2	Homo sapiens	chaperonin containing TCP1, subunit 6B (zeta 2)
CCT6B	uc002hig.2	Homo sapiens	chaperonin containing TCP1, subunit 6B (zeta 2)
CCT6B	uc010wcc.1	Homo sapiens	chaperonin containing TCP1, subunit 6B (zeta 2)
CCT6B	uc007kmx.1	Mus musculus	chaperonin containing Tcp1, subunit 6b (zeta)
EXOC6	uc008hiq.1	Mus musculus	exocyst complex component 6
EXOC6	uc008hir.1	Mus musculus	exocyst complex component 6
EXOC6	uc001kig.2	Homo sapiens	exocyst complex component 6
EXOC6	uc001kif.3	Homo sapiens	exocyst complex component 6
EXOC6	uc009xub.2	Homo sapiens	exocyst complex component 6
EXOC6	uc010qnr.1	Homo sapiens	exocyst complex component 6
EXOC6	uc001kie.2	Homo sapiens	exocyst complex component 6
EXOC6	uc009xuc.2	Homo sapiens	exocyst complex component 6
EXOC6	uc001kii.2	Homo sapiens	exocyst complex component 6
EXOC6	uc001kih.2	Homo sapiens	exocyst complex component 6
ACSL4	uc009ulu.1	Mus musculus	acyl-CoA synthetase long-chain family member 4
ACSL4	uc009ulw.1	Mus musculus	acyl-CoA synthetase long-chain family member 4
ACSL4	uc009ulv.1	Mus musculus	acyl-CoA synthetase long-chain family member 4
ACSL4	uc004eoi.2	Homo sapiens	acyl-CoA synthetase long-chain family member 4
ACSL4	uc010npp.1	Homo sapiens	acyl-CoA synthetase long-chain family member 4
ACSL4	uc004eoj.2	Homo sapiens	acyl-CoA synthetase long-chain family member 4
ACSL4	uc004eok.2	Homo sapiens	acyl-CoA synthetase long-chain family member 4
PHLDA1	uc001sxu.2	Homo sapiens	pleckstrin homology-like domain, family A, member 1
PHLDA1	uc007haf.1	Mus musculus	pleckstrin homology-like domain, family A, member 1
IL6	uc008wuv.1	Mus musculus	interleukin 6
IL6	uc008wuu.1	Mus musculus	interleukin 6
IL6	uc008wuw.1	Mus musculus	interleukin 6
IL6	uc003svj.3	Homo sapiens	interleukin 6 (interferon, beta 2)
IL6	uc011jyq.1	Homo sapiens	interleukin 6 (interferon, beta 2)
IL6	uc011jyn.1	Homo sapiens	interleukin 6 (interferon, beta 2)
IL6	uc011jyo.1	Homo sapiens	interleukin 6 (interferon, beta 2)
IL6	uc011jyp.1	Homo sapiens	interleukin 6 (interferon, beta 2)
IL7	uc008ook.1	Mus musculus	interleukin 7
IL7	uc008ooj.1	Mus musculus	interleukin 7
IL7	uc008ooi.1	Mus musculus	interleukin 7
IL7	uc008ooh.1	Mus musculus	interleukin 7
IL7	uc003ybi.3	Homo sapiens	interleukin 7
IL7	uc003ybh.2	Homo sapiens	interleukin 7
IL7	uc003ybg.2	Homo sapiens	interleukin 7
IL7	uc003ybe.2	Homo sapiens	interleukin 7
IL7	uc011lfm.1	Homo sapiens	interleukin 7
AXL	uc010ehj.2	Homo sapiens	AXL receptor tyrosine kinase
AXL	uc010ehi.1	Homo sapiens	AXL receptor tyrosine kinase
AXL	uc010ehk.2	Homo sapiens	AXL receptor tyrosine kinase
AXL	uc009ftx.1	Mus musculus	AXL receptor tyrosine kinase
AXL	uc009fty.1	Mus musculus	AXL receptor tyrosine kinase
AXL	uc009ftz.1	Mus musculus	AXL receptor tyrosine kinase
IGF1	uc001tjp.3	Homo sapiens	insulin-like growth factor 1 (somatomedin C)
IGF1	uc001tjo.2	Homo sapiens	insulin-like growth factor 1 (somatomedin C)
IGF1	uc001tjm.2	Homo sapiens	insulin-like growth factor 1 (somatomedin C)
IGF1	uc001tjn.2	Homo sapiens	insulin-like growth factor 1 (somatomedin C)
IGF1	uc007gqz.1	Mus musculus	insulin-like growth factor 1
IGF1	uc007gqv.1	Mus musculus	insulin-like growth factor 1
IGF1	uc007gra.1	Mus musculus	insulin-like growth factor 1
IGF1	uc007gqy.1	Mus musculus	insulin-like growth factor 1
IGF1	uc007gqx.1	Mus musculus	insulin-like growth factor 1
IGF1	uc007gqw.1	Mus musculus	insulin-like growth factor 1
LRP1	uc001snb.2	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc009zpi.1	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc001snd.2	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc001snc.1	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc010sre.1	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc009zph.1	Homo sapiens	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
LRP1	uc007hjz.1	Mus musculus	low density lipoprotein receptor-related protein 1
LRP1	uc007hjx.1	Mus musculus	low density lipoprotein receptor-related protein 1
LRP1	uc007hjy.1	Mus musculus	low density lipoprotein receptor-related protein 1
TFRC	uc010hzy.2	Homo sapiens	transferrin receptor (p90, CD71)
TFRC	uc003fwa.3	Homo sapiens	transferrin receptor (p90, CD71)
TFRC	uc003fvz.3	Homo sapiens	transferrin receptor (p90, CD71)
TFRC	uc011btr.1	Homo sapiens	transferrin receptor (p90, CD71)
TFRC	uc007yza.1	Mus musculus	transferrin receptor
TFRC	uc007yzb.1	Mus musculus	transferrin receptor
TFRC	uc007yyz.1	Mus musculus	transferrin receptor
STAB1	uc007swx.1	Mus musculus	stabilin 1
STAB1	uc007swu.1	Mus musculus	stabilin 1
STAB1	uc007sww.1	Mus musculus	stabilin 1
STAB1	uc007swv.1	Mus musculus	stabilin 1
STAB1	uc003del.2	Homo sapiens	stabilin 1
STAB1	uc003dej.2	Homo sapiens	stabilin 1
STAB1	uc003dei.1	Homo sapiens	stabilin 1
STAB1	uc003dek.1	Homo sapiens	stabilin 1
DPYD	uc008rdg.1	Mus musculus	dihydropyrimidine dehydrogenase
DPYD	uc008rdf.1	Mus musculus	dihydropyrimidine dehydrogenase
DPYD	uc008rdh.1	Mus musculus	dihydropyrimidine dehydrogenase
DPYD	uc001drw.2	Homo sapiens	dihydropyrimidine dehydrogenase
DPYD	uc010oub.1	Homo sapiens	dihydropyrimidine dehydrogenase
DPYD	uc001drv.2	Homo sapiens	dihydropyrimidine dehydrogenase
SLFN11	uc010ctq.2	Homo sapiens	schlafen family member 11
SLFN11	uc002hjh.3	Homo sapiens	schlafen family member 11
SLFN11	uc002hjg.3	Homo sapiens	schlafen family member 11
SLFN11	uc010ctr.2	Homo sapiens	schlafen family member 11
SLFN11	uc010ctp.2	Homo sapiens	schlafen family member 11
PSAT1	uc008gwo.1	Mus musculus	similar to Phosphoserine aminotransferase 1; phosphoserine aminotransferase 1
PSAT1	uc008gwp.1	Mus musculus	similar to Phosphoserine aminotransferase 1; phosphoserine aminotransferase 1
PSAT1	uc008gwn.1	Mus musculus	similar to Phosphoserine aminotransferase 1; phosphoserine aminotransferase 1
PSAT1	uc004ala.2	Homo sapiens	chromosome 8 open reading frame 62; phosphoserine aminotransferase 1
PSAT1	uc004alb.2	Homo sapiens	chromosome 8 open reading frame 62; phosphoserine aminotransferase 1
DUSP6	uc001taz.2	Homo sapiens	dual specificity phosphatase 6
DUSP6	uc001tay.2	Homo sapiens	dual specificity phosphatase 6
DUSP6	uc007gxk.1	Mus musculus	dual specificity phosphatase 6
AKNA	uc004bir.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004biv.1	Homo sapiens	AT-hook transcription factor
AKNA	uc004bio.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004biq.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004biu.1	Homo sapiens	AT-hook transcription factor
AKNA	uc004bit.1	Homo sapiens	AT-hook transcription factor
AKNA	uc010mve.2	Homo sapiens	AT-hook transcription factor
AKNA	uc004bip.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004bis.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004bin.3	Homo sapiens	AT-hook transcription factor
AKNA	uc004biw.1	Homo sapiens	AT-hook transcription factor
AKNA	uc008tgb.1	Mus musculus	AT-hook transcription factor
AKNA	uc008tge.1	Mus musculus	AT-hook transcription factor
AKNA	uc008tgc.1	Mus musculus	AT-hook transcription factor
GNA15	uc002lxf.2	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)
GNA15	uc010xhf.1	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)
GNA15	uc007gij.1	Mus musculus	guanine nucleotide binding protein, alpha 15
GNA15	uc007gii.1	Mus musculus	guanine nucleotide binding protein, alpha 15
MPZL1	uc007djg.1	Mus musculus	myelin protein zero-like 1
MPZL1	uc007dji.1	Mus musculus	myelin protein zero-like 1
MPZL1	uc007djh.1	Mus musculus	myelin protein zero-like 1
MPZL1	uc001geq.2	Homo sapiens	myelin protein zero-like 1
MPZL1	uc001gep.2	Homo sapiens	myelin protein zero-like 1
MPZL1	uc001geo.2	Homo sapiens	myelin protein zero-like 1
MPZL1	uc001gen.3	Homo sapiens	myelin protein zero-like 1
MPZL1	uc009wvh.2	Homo sapiens	myelin protein zero-like 1
MICB	uc011inf.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011imo.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011jit.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011hpx.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011emi.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011fda.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011ing.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011hpv.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011hpw.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011fcz.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc003nto.3	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011fcy.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gaw.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011dnm.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011emg.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gay.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gxf.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gax.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gxh.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011jio.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011gxg.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011fdb.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc011jis.1	Homo sapiens	MHC class I polypeptide-related sequence B
MICB	uc003ntn.3	Homo sapiens	MHC class I polypeptide-related sequence B
